lncRNA,protein
Gm16722,Tdp43
Gm16722,TTP
Gm16722,VIGLN
Gm16723,AGO2
Gm16723,DAZL
Gm16723,KPYM
Gm16723,PABP1
Gm16723,Pou5f1
Gm16723,RBM10
Gm16723,RFOX2
Gm16723,SFPQ
Gm16723,TIA1
Gm16723,TYY1
Gm16723,VIGLN
Gm16742,AGO2
Gm16742,DAZL
Gm16742,EED
Gm16742,Elavl1
Gm16742,FMR1
Gm16742,KPYM
Gm16742,MSI2H
Gm16742,PABP1
Gm16742,Pou5f1
Gm16742,Ptbp2
Gm16742,QKI
Gm16742,RBM10
Gm16742,RFOX2
Gm16742,SFPQ
Gm16742,TTP
Gm16742,TYY1
Gm16742,VIGLN
Gm16750,AGO2
Gm16750,KPYM
Gm16750,PSPC1
Gm16750,RBM10
Gm16750,RFOX2
Gm16750,SFPQ
Gm16750,TIA1
Gm16750,TTP
Gm16899,AGO2
Gm16899,KPYM
Gm16899,PABP1
Gm16899,RFOX2
Gm16899,SFPQ
Gm16913,AGO2
Gm16913,RFOX2
Gm16973,AGO2
Gm16973,DAZL
Gm16973,PABP1
Gm16973,RFOX2
Gm16973,SFPQ
Gm16973,TIA1
Gm16973,TTP
Gm16990,AGO2
Gm16990,RFOX2
Gm16990,TAF15
Gm16990,VIGLN
Gm17018,AGO2
Gm17018,FMRP
Gm17018,Fus
Gm17018,PABP1
Gm17018,Tdp43
Gm17041,AGO2
Gm17041,Celf1
Gm17041,FMR1
Gm17041,FMRP
Gm17041,Fus
Gm17041,PABP1
Gm17041,RFOX2
Gm17041,TTP
Gm17058,AGO2
Gm17058,CBX7
Gm17058,DAZL
Gm17058,FMRP
Gm17058,Fus
Gm17058,MSI2H
Gm17058,PABP1
Gm17058,Pou5f1
Gm17058,PSPC1
Gm17058,Ptbp2
Gm17058,RBM10
Gm17058,RFOX2
Gm17058,SFPQ
Gm17058,Tdp43
Gm17058,TIA1
Gm17058,Upf1
Gm17080,AGO2
Gm17080,KPYM
Gm17080,PABP1
Gm17080,RBM10
Gm17080,RFOX2
Gm17080,SFPQ
Gm17080,TIA1
Gm17134,AGO2
Gm17134,DAZL
Gm17134,Fus
Gm17134,KPYM
Gm17134,PABP1
Gm17134,PABPC1
Gm17134,PSPC1
Gm17134,SFPQ
Gm17134,TIA1
Gm17134,TTP
Gm17168,AGO2
Gm17168,Celf1
Gm17168,FMRP
Gm17168,Fus
Gm17168,PABP1
Gm17168,PABPC1
Gm17168,RFOX2
Gm17168,SFPQ
Gm17168,TAF15
Gm17168,Tdp43
Gm17179,AGO2
Gm17179,TYY1
Gm17419,AGO2
Gm17419,DAZL
Gm17419,FMR1
Gm17419,MSI2H
Gm17419,Nova-2
Gm17419,Pou5f1
Gm17419,PSPC1
Gm17419,QKI
Gm17419,RFOX2
Gm17419,SFPQ
Gm17419,TIA1
Gm17419,TTP
Gm17419,TYY1
Gm17419,VIGLN
Gm17429,AGO2
Gm17429,DAZL
Gm17429,Pou5f1
Gm17429,RFOX2
Gm17429,TTP
Gm17429,TYY1
Gm17429,VIGLN
Gm17431,AGO2
Gm17431,CBX7
Gm17431,KPYM
Gm17431,PABP1
Gm17431,Pou5f1
Gm17431,RBM10
Gm17431,RFOX2
Gm17431,SFPQ
Gm17431,TTP
Gm17437,AGO2
Gm17437,RFOX2
Gm17437,TAF15
Gm17452,AGO2
Gm17452,Elavl1
Gm17452,KPYM
Gm17452,PABP1
Gm17452,Pou5f1
Gm17452,PSPC1
Gm17452,Ptbp2
Gm17452,QKI
Gm17452,RFOX2
Gm17452,SFPQ
Gm17452,TTP
Gm17452,TYY1
Gm17452,VIGLN
Gm17499,AGO2
Gm17499,KPYM
Gm17499,PABP1
Gm17499,Pou5f1
Gm17499,PSPC1
Gm17499,RBM10
Gm17499,RFOX2
Gm17499,SFPQ
Gm17499,TIA1
Gm17499,TYY1
Gm17500,AGO2
Gm17500,PABP1
Gm17500,RFOX2
Gm17500,SFPQ
Gm17500,TTP
Gm17580,AGO2
Gm17580,FMR1
Gm17580,KPYM
Gm17580,Pou5f1
Gm17580,RBM10
Gm17580,RFOX2
Gm17580,SUZ12
Gm17580,TYY1
Gm17580,VIGLN
Gm17587,AGO2
Gm17587,Elavl1
Gm17587,FMR1
Gm17587,KPYM
Gm17587,Pou5f1
Gm17587,RBM10
Gm17587,RFOX2
Gm17587,SUZ12
Gm17587,TYY1
Gm17587,VIGLN
Gm17596,AGO2
Gm17596,DAZL
Gm17596,KPYM
Gm17596,PABP1
Gm17596,Pou5f1
Gm17596,RBM10
Gm17596,RFOX2
Gm17596,SFPQ
Gm17596,TIA1
Gm17596,TYY1
Gm17596,VIGLN
Gm17630,AGO2
Gm17630,Elavl1
Gm17630,Pou5f1
Gm17630,RFOX2
Gm17630,TIA1
Gm17630,TTP
Gm17667,AGO2
Gm17667,FMR1
Gm17667,KPYM
Gm17667,Pou5f1
Gm17667,RBM10
Gm17667,RFOX2
Gm17667,SUZ12
Gm17667,TYY1
Gm17667,VIGLN
Gm17675,AGO2
Gm17675,DAZL
Gm17675,KPYM
Gm17675,PABP1
Gm17675,PSPC1
Gm17675,QKI
Gm17675,RFOX2
Gm17675,SFPQ
Gm17675,TIA1
Gm17675,TTP
Gm17675,VIGLN
Gm17691,AGO2
Gm17691,Ptbp2
Gm17691,RFOX2
Gm17691,SFPQ
Gm20398,AGO2
Gm20398,PABP1
Gm20398,Pou5f1
Gm20398,PSPC1
Gm20398,RFOX2
Gm20398,SFPQ
Gm20398,VIGLN
Gm20416,AGO2
Gm20416,Fus
Gm20416,Pou5f1
Gm20416,PSPC1
Gm20416,RFOX2
Gm20416,Tdp43
Gm20416,TIA1
Gm20427,AGO2
Gm20427,DAZL
Gm20427,KPYM
Gm20427,Nova1
Gm20427,PABP1
Gm20427,Pou5f1
Gm20427,PSPC1
Gm20427,RBM10
Gm20427,RFOX2
Gm20427,SFPQ
Gm20427,TIA1
Gm20427,TYY1
Gm20460,AGO2
Gm20460,DAZL
Gm20460,Elavl1
Gm20460,PABP1
Gm20460,Pou5f1
Gm20460,RFOX2
Gm20460,SFPQ
Gm20460,TIA1
Gm20460,TTP
Gm20460,TYY1
Gm20470,AGO2
Gm20470,Celf1
Gm20470,Elavl1
Gm20470,FMR1
Gm20470,Fus
Gm20470,PABP1
Gm20470,RFOX2
Gm20470,SFPQ
Gm20470,Tdp43
Gm20470,TIA1
Gm20470,TTP
Gm20470,TYY1
Gm20470,VIGLN
Gm20507,AGO2
Gm20507,Nova-2
Gm20507,PABP1
Gm20507,Ptbp2
Gm20507,QKI
Gm20507,RFOX2
Gm20507,SFPQ
Gm20507,TAF15
Gm20507,TIA1
Gm2078,AGO2
Gm2078,DAZL
Gm2078,KPYM
Gm2078,PABP1
Gm2078,Pou5f1
Gm2078,Ptbp2
Gm2078,QKI
Gm2078,RFOX2
Gm2078,SFPQ
Gm2078,SUZ12
Gm2078,TAF15
Gm2078,TYY1
Gm2078,VIGLN
Gm3985,AGO2
Gm3985,DAZL
Gm3985,Nova-2
Gm3985,Pou5f1
Gm3985,Ptbp2
Gm3985,RFOX2
Gm3985,TYY1
Gm3985,VIGLN
Gm5532,AGO2
Gm5532,Elavl1
Gm5532,RFOX2
Gm5532,SFPQ
Gm5535,AGO2
Gm5535,Elavl1
Gm5535,Pou5f1
Gm5535,RFOX2
Gm5535,SFPQ
Gm5918,AGO2
Gm5918,Elavl1
Gm5918,PABP1
Gm5918,QKI
Gm5918,TTP
Gm5918,VIGLN
Gm6270,AGO2
Gm6270,DAZL
Gm6270,Fus
Gm6270,PABP1
Gm6270,PABPC1
Gm6270,RFOX2
Gm6270,Tdp43
Gm6787,AGO2
Gm6787,PABP1
Gm6787,TTP
Gm6787,TYY1
Gm7546,AGO2
Gm7546,Pou5f1
Gm7546,QKI
Gm7546,RFOX2
Gm7546,TYY1
Kcnq1ot1,AGO2
Kcnq1ot1,Celf1
Kcnq1ot1,CTCF
Kcnq1ot1,Dnmt1
Kcnq1ot1,Ezh2
Kcnq1ot1,FMRP
Kcnq1ot1,Fus
Kcnq1ot1,G9a
Kcnq1ot1,JARID2
Kcnq1ot1,Nova1
Kcnq1ot1,PRC1
Kcnq1ot1,PRC2
Kcnq1ot1,Tdp43
Kcnq1ot1,Upf1
Kcnq1ot1,¦Â-catenin
Mir10a,AGO2
Mir10a,FMR1
Mir10a,MSI2H
Mir1900,AGO2
Mir1900,Elavl1
Mir1900,FMR1
Mir1900,KPYM
Mir1900,PABP1
Mir1900,RFOX2
Mir1900,TTP
Mir1900,TYY1
Mir196a-1,AGO2
Mir196a-2,AGO2
Mir219-1,AGO2
mmu-mir-3078,AGO2
mmu-mir-3078,FMRP
mmu-mir-3078,Fus
mmu-mir-3078,Tdp43
mmu-mir-3078,Upf1
NONMMUG002399,AGO2
NONMMUG002399,FMRP
NONMMUG002399,Fus
NONMMUG002399,JARID2
NONMMUG002399,Nova1
NONMMUG002399,PABPC1
NONMMUG002399,Tdp43
NONMMUG002399,Upf1
NONMMUG004223,AGO2
NONMMUG004223,Celf1
NONMMUG004223,Fus
NONMMUG004223,Mbnl1
NONMMUG004223,Tardbp
NONMMUG004223,Tdp43
NONMMUG013171,AGO2
NONMMUG013171,KPYM
NONMMUG013171,Pou5f1
NONMMUG013171,PSPC1
NONMMUG013171,RFOX2
NONMMUG013171,Tdp43
NONMMUG013171,Upf1
NONMMUG013192,AGO2
NONMMUG013192,FMRP
NONMMUG013192,Fus
NONMMUG013192,Nova1
NONMMUG013192,Tdp43
NONMMUG014469,AGO2
NONMMUG014469,FMRP
NONMMUG014469,Fus
NONMMUG014469,Tdp43
NONMMUG014744,AGO2
NONMMUG014744,Celf1
NONMMUG014744,FMRP
NONMMUG014744,Fus
NONMMUG014744,Mbnl1
NONMMUG014744,Tdp43
NONMMUG014744,Upf1
NONMMUG015518,AGO2
NONMMUG015518,FMRP
NONMMUG015518,Fus
NONMMUG015518,JARID2
NONMMUG015518,PABPC1
NONMMUG015518,Tdp43
NONMMUG015518,Upf1
NONMMUG021016,AGO2
NONMMUG021016,FMRP
NONMMUG021016,Fus
NONMMUG021016,Nova1
NONMMUG021016,Tdp43
NONMMUG021534,AGO2
NONMMUG021534,Fus
NONMMUG021534,Nova1
NONMMUG022538,AGO2
NONMMUG022538,Celf1
NONMMUG022538,Fus
NONMMUG022538,Tdp43
NONMMUG022538,Upf1
NONMMUG029673,AGO2
NONMMUG029673,Fus
NONMMUG029673,Mbnl1
NONMMUG029673,Tardbp
NONMMUG029673,Tdp43
NONMMUG032262,AGO2
NONMMUG032262,FMRP
NONMMUG032262,Fus
NONMMUG032262,Tardbp
NONMMUG032262,Tdp43
NONMMUG033757,AGO2
NONMMUG033757,Fus
NONMMUG033757,Tdp43
NONMMUG033757,Upf1
NONMMUG037454,AGO2
NONMMUG037454,Fus
NONMMUG037454,Tdp43
NONMMUG037454,Upf1
NONMMUG042170,AGO2
NONMMUG042170,FMRP
NONMMUG042170,Fus
NONMMUG042170,Nova1
NONMMUG042170,Tdp43
NONMMUG042170,Upf1
NONMMUG042555,AGO2
NONMMUG042555,FMRP
NONMMUG042555,Fus
NONMMUG042555,JARID2
NONMMUG042555,Nova1
NONMMUG042555,Tdp43
NONMMUG042555,Upf1
NONMMUG043672,AGO2
NONMMUG043672,FMRP
NONMMUG043672,Fus
NONMMUG043672,PABPC1
NONMMUG043672,Tdp43
NONMMUG043672,Upf1
NONMMUG044341,AGO2
NONMMUG044341,Ezh2
NONMMUG044341,FMRP
NONMMUG044341,Fus
NONMMUG044341,JARID2
NONMMUG044341,Nova1
NONMMUG044341,Srsf3
NONMMUG044341,SRSF4
NONMMUG044341,Tdp43
NONMMUG044341,Upf1
Pax6os1,AGO2
Pax6os1,KPYM
Pax6os1,PABP1
Pax6os1,Pou5f1
Pax6os1,Ptbp2
Pax6os1,RBM10
Pax6os1,RFOX2
Pax6os1,SFPQ
Pax6os1,TIA1
Pax6os1,TTP
Pax6os1,TYY1
Pax6os1,VIGLN
R74862,AGO2
R74862,Celf1
R74862,Elavl1
R74862,Ezh2
R74862,FMRP
R74862,Fus
R74862,KPYM
R74862,PABP1
R74862,PABPC1
R74862,Pou5f1
R74862,RFOX2
R74862,SFPQ
R74862,TAF15
R74862,Tdp43
R74862,TIA1
RP23-81C12.1,AGO2
RP23-81C12.1,Ezh2
RP23-81C12.1,FMRP
RP23-81C12.1,Fus
RP23-81C12.1,JARID2
RP23-81C12.1,Nova1
RP23-81C12.1,PABPC1
RP23-81C12.1,Tdp43
RP23-81C12.1,Upf1
Sox2ot,AGO2
Sox2ot,DAZL
Sox2ot,EED
Sox2ot,Elavl1
Sox2ot,Ezh2
Sox2ot,FMR1
Sox2ot,FMRP
Sox2ot,Fus
Sox2ot,JARID2
Sox2ot,KPYM
Sox2ot,Nova1
Sox2ot,Nova-2
Sox2ot,PABP1
Sox2ot,Pou5f1
Sox2ot,PSPC1
Sox2ot,Ptbp2
Sox2ot,QKI
Sox2ot,RBM10
Sox2ot,RFOX2
Sox2ot,SFPQ
Sox2ot,SUZ12
Sox2ot,TAF15
Sox2ot,Tdp43
Sox2ot,TTP
Sox2ot,TYY1
Sox2ot,Upf1
Sox2ot,VIGLN
Fendrr,ANXA2
Fendrr,Ezh2
Fendrr,Fus
Fendrr,SUZ12
Fendrr,Tdp43
Fendrr,WDR5
HULC,Beclin-1
Myheart779,Brg1
1300002E11Rik,CBX1
1300002E11Rik,Fus
1300002E11Rik,Mbnl1
1300002E11Rik,Nova1
1300002E11Rik,PABP1
1300002E11Rik,Pou5f1
1300002E11Rik,QKI
1300002E11Rik,RBM10
1300002E11Rik,RFOX2
1300002E11Rik,SFPQ
1300002E11Rik,SUV39H1
1300002E11Rik,TAF15
1300002E11Rik,Tdp43
1300002E11Rik,TIA1
1300002E11Rik,Upf1
1700001L05Rik,CBX1
1700001L05Rik,ESET
1700001L05Rik,Fus
1700001L05Rik,JARID1C
1700001L05Rik,SETD8
1700001L05Rik,SUV39H1
1700001L05Rik,Tdp43
1700001L05Rik,Upf1
A230072C01Rik,CBX1
A230072C01Rik,ESET
A230072C01Rik,FMRP
A230072C01Rik,Fus
A230072C01Rik,JARID2
A230072C01Rik,Nova1
A230072C01Rik,PABP1
A230072C01Rik,RFOX2
A230072C01Rik,SETD8
A230072C01Rik,SFPQ
A230072C01Rik,Tdp43
A230072C01Rik,TIA1
A230072C01Rik,Upf1
AC104908.1,CBX1
AC104908.1,FMRP
AC104908.1,Fus
AC104908.1,JARID1B
AC104908.1,JARID2
AC104908.1,PRC2
AC104908.1,RING1B
AC104908.1,SUV39H1
AC104908.1,Tdp43
AC104908.1,Upf1
AC123687.1,CBX1
AC123687.1,FMRP
AC123687.1,Fus
AC123687.1,PRC2
AC123687.1,SETD8
AC123687.1,Tdp43
AC123687.1,Upf1
AC163291.1,CBX1
AC163291.1,HDAC1
AC163291.1,PRC2
AC163291.1,Tip60
AC163291.1,Upf1
Gm16516,CBX1
Gm16516,CBX3
Gm16516,ESET
Gm16516,FMRP
Gm16516,Fus
Gm16516,JARID1B
Gm16516,PABP1
Gm16516,Pou5f1
Gm16516,PRC2
Gm16516,RFOX2
Gm16516,RING1B
Gm16516,SFPQ
Gm16516,Tdp43
Gm16516,TIA1
Gm16516,TTP
Gm16516,Upf1
Gm2373,CBX1
Gm2373,Ezh2
Gm2373,Fus
Gm2373,HDAC1
Gm2373,JARID1B
Gm2373,JARID1C
Gm2373,JARID2
Gm2373,PRC2
Gm2373,RING1B
Gm2373,SUV39H1
Gm2373,Tdp43
Gm2373,Upf1
Gm2373,YY1
linc1287,CBX1
linc1287,ESET
linc1287,Fus
linc1287,Tip60
linc1288,CBX1
linc1288,CBX3
linc1288,ESET
linc1288,Ezh2
linc1288,Fus
linc1288,SETD8
linc1288,SUV39H1
linc1288,Tdp43
linc1288,Upf1
linc1289,CBX1
linc1289,ESET
linc1289,Fus
linc1289,JARID1B
linc1289,JARID2
linc1289,PRC2
linc1289,RING1B
linc1289,SUV39H1
linc1289,Upf1
linc1343,CBX1
linc1343,Coilin
linc1343,Cpsf6
linc1343,Ezh2
linc1343,Fus
linc1343,JARID1B
linc1343,JARID2
linc1343,Mbnl1
linc1343,Mbnl3
linc1343,PABPC1
linc1343,PRC2
linc1343,RING1B
linc1343,SUV39H1
linc1343,Tdp43
linc1343,Upf1
linc1379,CBX1
linc1379,ESET
linc1379,SUV39H1
linc1385,CBX1
linc1385,ESET
linc1385,FMRP
linc1385,Fus
linc1385,JARID1B
linc1385,JARID1C
linc1385,JARID2
linc1385,Nova1
linc1385,PRC2
linc1385,RING1B
linc1385,SUV39H1
linc1385,Tdp43
linc1385,Upf1
linc1417,CBX1
linc1422,CBX1
linc1422,ESET
linc1422,JARID1B
linc1422,PRC2
linc1422,RING1B
linc1422,SETD8
linc1422,SUV39H1
linc1423,CBX1
linc1423,ESET
linc1423,Ezh2
linc1423,HDAC1
linc1423,JARID2
linc1423,Tdp43
linc1423,Upf1
linc1463,CBX1
linc1463,HDAC1
linc1463,SUV39H1
linc1476,CBX1
linc1476,CBX3
linc1476,Ezh2
linc1476,FMRP
linc1476,Fus
linc1476,JARID1C
linc1476,JARID2
linc1476,Mbnl1
linc1476,Mbnl3
linc1476,PABPC1
linc1476,RING1B
linc1476,SUV39H1
linc1476,Tardbp
linc1476,Tdp43
linc1476,Tip60
linc1476,Upf1
linc1500,CBX1
linc1500,ESET
linc1500,FMRP
linc1500,Fus
linc1500,JARID1C
linc1500,PRC2
linc1500,Tdp43
linc1500,Upf1
linc1509,CBX1
linc1509,Celf1
linc1509,ESET
linc1509,Ezh2
linc1509,FMRP
linc1509,Fus
linc1509,JARID1B
linc1509,JARID2
linc1509,PRC2
linc1509,RING1B
linc1509,Tardbp
linc1509,Tdp43
linc1509,Upf1
linc1561,CBX1
linc1561,HDAC1
linc1563,CBX1
linc1563,ESET
linc1563,FMRP
linc1563,Fus
linc1563,JARID1C
linc1563,JARID2
linc1563,PRC2
linc1563,RING1B
linc1563,Tdp43
linc1563,Tip60
linc1565,CBX1
linc1565,FMRP
linc1565,Fus
linc1565,JARID1C
linc1565,JARID2
linc1565,SETD8
linc1565,Tdp43
linc1565,Tip60
linc1565,Upf1
linc1580,CBX1
linc1580,ESET
linc1580,FMRP
linc1580,Fus
linc1580,SETD8
linc1580,Tdp43
linc1580,Upf1
linc1583,CBX1
linc1583,CBX3
linc1583,ESET
linc1583,FMRP
linc1583,Fus
linc1583,HDAC1
linc1583,SUV39H1
linc1583,Tdp43
linc1583,Upf1
linc1608,CBX1
linc1608,YY1
linc1625,CBX1
linc1625,Ezh2
linc1625,SUV39H1
linc1625,Upf1
linc1634,CBX1
linc1634,HDAC1
linc1634,JARID1B
4933436C20Rik,CBX3
4933436C20Rik,Fus
4933436C20Rik,Tdp43
4933436C20Rik,Upf1
linc1239,CBX3
linc1239,FMRP
linc1239,Fus
linc1239,Tdp43
linc1388,CBX3
linc1388,Fus
linc1388,Tdp43
linc1388,Tip60
linc1388,Upf1
linc1388,YY1
linc1439,CBX3
linc1439,ESET
linc1439,SETD8
linc1439,SUV39H1
linc1458,CBX3
linc1458,Ezh2
linc1458,FMRP
linc1458,Fus
linc1458,JARID1B
linc1458,JARID1C
linc1458,JARID2
linc1458,Nova1
linc1458,PKR
linc1458,PRC2
linc1458,Rbfox3
linc1458,RING1B
linc1458,Tdp43
linc1458,Upf1
linc1633,CBX3
linc1633,SUV39H1
Gm10653,CBX7
Gm10653,DAZL
Gm10653,Elavl1
Gm10653,PABP1
Gm10653,Pou5f1
Gm10653,PSPC1
Gm10653,Ptbp2
Gm10653,RFOX2
Gm10653,SFPQ
Gm10653,TIA1
Gm10653,TYY1
Gm11019,CBX7
Gm11019,KPYM
Gm11019,PABP1
Gm11019,Pou5f1
Gm11019,PSPC1
Gm11019,QKI
Gm11019,RBM10
Gm11019,RFOX2
Gm11019,SFPQ
Gm11019,TTP
Gm11019,TYY1
Gm12744,CBX7
Gm12744,DAZL
Gm12744,Elavl1
Gm12744,FMRP
Gm12744,Fus
Gm12744,KPYM
Gm12744,MSI2H
Gm12744,PABP1
Gm12744,PABPC1
Gm12744,SFPQ
Gm12744,Tdp43
Gm12744,TIA1
Gm12744,TTP
Gm12868,CBX7
Gm12868,Elavl1
Gm12868,Ezh2
Gm12868,FMRP
Gm12868,Fus
Gm12868,KPYM
Gm12868,MSI2H
Gm12868,PABP1
Gm12868,PABPC1
Gm12868,Pou5f1
Gm12868,PSPC1
Gm12868,SFPQ
Gm12868,Tdp43
Gm12868,TIA1
Gm12868,TTP
Gm16707,CBX7
Gm16707,DAZL
Gm16707,PSPC1
Gm16707,RFOX2
Gm17035,CBX7
Gm17035,Fus
Gm17035,PABP1
Gm17035,Tdp43
Gm17035,TIA1
Gm17035,TTP
Gm17276,CBX7
Gm17276,KPYM
Gm17276,PABP1
Gm17276,Pou5f1
Gm17276,RFOX2
Gm17276,SFPQ
Meg3,CBX7
Meg3,Coilin
Meg3,Ezh2
Meg3,FMR1
Meg3,FMRP
Meg3,FOXM1
Meg3,Fus
Meg3,JARID2
Meg3,KPYM
Meg3,Nova1
Meg3,Nova-2
Meg3,PABP1
Meg3,Pou5f1
Meg3,PSPC1
Meg3,PTBP1
Meg3,QKI
Meg3,Rbfox3
Meg3,RFOX2
Meg3,SFPQ
Meg3,Srsf3
Meg3,SRSF4
Meg3,TAF15
Meg3,Tardbp
Meg3,Tdp43
Meg3,TTP
Meg3,TYY1
Meg3,Upf1
Rian,CBX7
Rian,FMR1
Rian,KPYM
Rian,Nova1
Rian,Nova-2
Rian,PABP1
Rian,Pou5f1
Rian,PSPC1
Rian,Ptbp2
Rian,QKI
Rian,RBM10
Rian,RFOX2
Rian,SFPQ
Rian,TAF15
Rian,TYY1
Rian,VIGLN
Rpl39-ps,CBX7
Rpl39-ps,JARID2
Rpl39-ps,KPYM
Rpl39-ps,RBM10
Rpl39-ps,RFOX2
Rpl39-ps,TTP
42064,Celf1
42064,FMRP
42064,Fus
42064,Tdp43
42065,Celf1
42065,Fus
42065,Tdp43
42070,Celf1
42070,Ezh2
42070,FMRP
42070,Fus
42070,PABPC1
42070,Tdp43
42071,Celf1
42071,FMRP
42071,Fus
42071,Tardbp
42071,Tdp43
42262,Celf1
42262,Ezh2
42262,FMRP
42262,Fus
42262,PABPC1
42262,Tdp43
0610005C13Rik,Celf1
0610005C13Rik,Fus
0610005C13Rik,PABP1
0610005C13Rik,Pou5f1
0610005C13Rik,RFOX2
0610005C13Rik,Tdp43
0610005C13Rik,Upf1
0610005C13Rik,VIGLN
0610007P14Rik,Celf1
0610007P14Rik,FMRP
0610007P14Rik,Fus
0610007P14Rik,Tdp43
0610007P14Rik,Upf1
1110008F13Rik,Celf1
1110008F13Rik,Fus
1110008F13Rik,PABPC1
1110008F13Rik,Tdp43
1110008F13Rik,Upf1
1110008P14Rik,Celf1
1110008P14Rik,FMRP
1110008P14Rik,Fus
1110008P14Rik,PABPC1
1110008P14Rik,Tdp43
1110008P14Rik,Upf1
1110032A03Rik,Celf1
1110032A03Rik,FMRP
1110032A03Rik,Fus
1110032A03Rik,Mbnl1
1110032A03Rik,Tdp43
1110032A03Rik,Upf1
1110059E24Rik,Celf1
1110059E24Rik,Ezh2
1110059E24Rik,Fus
1110059E24Rik,Tdp43
1110059E24Rik,Upf1
1500012F01Rik,Celf1
1500012F01Rik,Fus
1500012F01Rik,JARID2
1500012F01Rik,Mbnl1
1500012F01Rik,PABPC1
1500012F01Rik,Rbfox3
1500012F01Rik,Upf1
1600012H06Rik,Celf1
1600012H06Rik,FMRP
1600012H06Rik,Fus
1600012H06Rik,JARID2
1600012H06Rik,PABPC1
1600012H06Rik,Tdp43
1600012H06Rik,Upf1
1600014C10Rik,Celf1
1600014C10Rik,FMRP
1600014C10Rik,Fus
1600014C10Rik,Mbnl1
1600014C10Rik,Tdp43
1600014C10Rik,Upf1
1700003D09Rik,Celf1
1700003D09Rik,FMRP
1700003D09Rik,Fus
1700003D09Rik,PABP1
1700003D09Rik,Pou5f1
1700003D09Rik,RFOX2
1700003D09Rik,TAF15
1700003D09Rik,Tdp43
1700003D09Rik,TYY1
1700012B15Rik,Celf1
1700012B15Rik,Ezh2
1700012B15Rik,FMRP
1700012B15Rik,Fus
1700012B15Rik,PABPC1
1700012B15Rik,Tardbp
1700012B15Rik,Tdp43
1700012B15Rik,Upf1
1700012C14Rik,Celf1
1700012C14Rik,DAZL
1700012C14Rik,Fus
1700012C14Rik,JARID2
1700012C14Rik,PABPC1
1700012C14Rik,RFOX2
1700012C14Rik,Tdp43
1700012C14Rik,Upf1
1700019G06Rik,Celf1
1700019G06Rik,Tdp43
1700021F05Rik,Celf1
1700021F05Rik,Fus
1700021F05Rik,Mbnl1
1700021F05Rik,Tdp43
1700021F05Rik,Upf1
1700021K19Rik,Celf1
1700021K19Rik,FMRP
1700021K19Rik,Fus
1700021K19Rik,Tdp43
1700021K19Rik,Upf1
1700024P03Rik,Celf1
1700024P03Rik,DAZL
1700024P03Rik,Fus
1700024P03Rik,PABP1
1700024P03Rik,PABPC1
1700024P03Rik,Pou5f1
1700024P03Rik,Ptbp2
1700024P03Rik,QKI
1700024P03Rik,RFOX2
1700024P03Rik,SFPQ
1700024P03Rik,Tdp43
1700024P03Rik,TIA1
1700024P03Rik,TYY1
1700024P03Rik,Upf1
1700025G04Rik,Celf1
1700025G04Rik,FMRP
1700025G04Rik,Fus
1700025G04Rik,Mbnl1
1700025G04Rik,Tdp43
1700025G04Rik,Upf1
1700064E03Rik,Celf1
1700064E03Rik,Ezh2
1700064E03Rik,FMRP
1700064E03Rik,Fus
1700064E03Rik,PABP1
1700064E03Rik,PABPC1
1700064E03Rik,PSPC1
1700064E03Rik,RBM10
1700064E03Rik,RFOX2
1700064E03Rik,Tdp43
1700064E03Rik,Upf1
1700066J24Rik,Celf1
1700066J24Rik,FMR1
1700066J24Rik,FMRP
1700066J24Rik,Fus
1700066J24Rik,Nova1
1700066J24Rik,PABP1
1700066J24Rik,SFPQ
1700066J24Rik,TAF15
1700066J24Rik,Tdp43
1700066J24Rik,Upf1
1700094J05Rik,Celf1
1700094J05Rik,FMRP
1700094J05Rik,Fus
1700094J05Rik,Rbfox3
1700094J05Rik,Tdp43
1700120E14Rik,Celf1
1700120E14Rik,RANBP9
1700120E14Rik,RFOX2
1700120E14Rik,Upf1
1700120O09Rik,Celf1
1700120O09Rik,FMRP
1700120O09Rik,Tdp43
1700120O09Rik,Upf1
1700121F15Rik,Celf1
1700121F15Rik,FMRP
1700121F15Rik,Fus
1700121F15Rik,PABP1
1700121F15Rik,RFOX2
1700121F15Rik,Tdp43
1700121F15Rik,TIA1
1700121F15Rik,TTP
1810062O18Rik,Celf1
1810062O18Rik,FMR1
1810062O18Rik,FMRP
1810062O18Rik,Fus
1810062O18Rik,PABP1
1810062O18Rik,Ptbp2
1810062O18Rik,RBM10
1810062O18Rik,RFOX2
1810062O18Rik,SFPQ
1810062O18Rik,TAF15
1810062O18Rik,Tdp43
1810062O18Rik,TIA1
1810062O18Rik,Upf1
2210404O07Rik,Celf1
2210404O07Rik,Fus
2210404O07Rik,Tdp43
2310002L09Rik,Celf1
2310067B10Rik,Celf1
2310067B10Rik,Fus
2310067B10Rik,Mbnl3
2310067B10Rik,Tdp43
2310067B10Rik,Upf1
2410004B18Rik,Celf1
2410004B18Rik,Fus
2410004B18Rik,Tdp43
2410004B18Rik,Upf1
2410133F24Rik,Celf1
2410133F24Rik,DAZL
2410133F24Rik,Ezh2
2410133F24Rik,FMRP
2410133F24Rik,Fus
2410133F24Rik,KPYM
2410133F24Rik,PABP1
2410133F24Rik,PSPC1
2410133F24Rik,RBM10
2410133F24Rik,RFOX2
2410133F24Rik,SFPQ
